Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Mode,Product ID,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit,State,Region,City,Ship Date
ORD-01479,CUST-479,Steven Phillips,Consumer,27/08/2021,Standard,PROD-029,Technology,Accessories,Mouse,1,0.36,4708.89,-577.55,Georgia,South,Atlanta,28/08/2021
ORD-01480,CUST-480,Michael Martin,Consumer,26/01/2024,Standard,PROD-030,Technology,Printers,Printer,4,0.07,25.92,14.07,Texas,South,Houston,31/01/2024
ORD-01481,CUST-481,Paul Baker,Home Office,15/12/2020,Second Class,PROD-031,Furniture,Storage,Filing Cabinet,10,0.4,545.14,-485.98,Florida,South,Orlando,21/12/2020
ORD-01482,CUST-482,Sandra Nelson,Consumer,4/12/2022,Second Class,PROD-032,Furniture,Chairs,Office Chair,4,0.46,3293.44,833.77,Ohio,Midwest,Columbus,11/12/2022
ORD-01483,CUST-483,Barbara Thompson,Home Office,16/03/2023,First Class,PROD-033,Office Supplies,Fasteners,Stapler,1,0.16,587.12,-25.61,Georgia,South,Atlanta,17/03/2023
ORD-01484,CUST-484,Lisa Adams,Home Office,14/08/2023,Second Class,PROD-034,Office Supplies,Binders,Binder,4,0.23,4117.21,-1186.62,Illinois,Midwest,Chicago,15/08/2023
ORD-01485,CUST-485,Christopher Young,Consumer,3/10/2023,First Class,PROD-035,Office Supplies,Paper,Paper,9,0.39,2742.34,-13.4,Texas,South,Austin,10/10/2023
ORD-01486,CUST-486,Mark Hill,Corporate,27/09/2023,Standard,PROD-036,Furniture,Chairs,Office Chair,1,0.46,792.48,21.65,New York,East,New York,4/10/2023
ORD-01487,CUST-487,Daniel Green,Home Office,5/02/2024,Second Class,PROD-037,Technology,Accessories,Mouse,4,0.34,1149.09,-81.85,California,West,San Diego,9/02/2024
ORD-01488,CUST-488,Lisa Adams,Home Office,21/09/2021,Standard,PROD-038,Technology,Printers,Printer,6,0.02,538.54,-527.86,Washington,West,Seattle,25/09/2021
ORD-01489,CUST-489,Jessica Taylor,Consumer,14/04/2022,Second Class,PROD-039,Technology,Computers,Laptop,5,0.08,3295.23,3195.28,Florida,South,Miami,18/04/2022
ORD-01490,CUST-490,Mary Allen,Home Office,1/09/2021,First Class,PROD-040,Furniture,Bookcases,Bookcase,4,0.23,3297.8,-1933.81,California,West,Los Angeles,2/09/2021
ORD-01491,CUST-491,Paul Baker,Consumer,20/11/2020,First Class,PROD-041,Furniture,Bookcases,Bookcase,2,0.31,407.54,-44.81,Ohio,Midwest,Columbus,23/11/2020
ORD-01492,CUST-492,Mary Allen,Corporate,12/02/2020,Standard,PROD-042,Office Supplies,Paper,Paper,4,0.5,2168.72,72.4,California,West,Los Angeles,17/02/2020
ORD-01493,CUST-493,Jon Smith,Corporate,12/05/2021,Second Class,PROD-043,Furniture,Storage,Filing Cabinet,8,0.17,1944.45,-2304.43,New York,East,Albany,17/05/2021
ORD-01494,CUST-494,Elizabeth Robinson,Home Office,6/12/2024,First Class,PROD-044,Furniture,Tables,Desk,4,0.16,2608.32,-1224.65,New York,East,New York,9/12/2024
ORD-01495,CUST-495,Thomas Wright,Consumer,9/05/2022,Second Class,PROD-045,Furniture,Bookcases,Bookcase,2,0.15,2384.73,467.06,Washington,West,Seattle,13/05/2022
ORD-01496,CUST-496,James Anderson,Consumer,29/03/2024,Standard,PROD-046,Office Supplies,Appliances,Paper Shredder,3,0.33,1386.64,-71.31,Ohio,Midwest,Columbus,1/04/2024
ORD-01497,CUST-497,Alice Brown,Consumer,8/01/2024,Standard,PROD-047,Office Supplies,Binders,Binder,10,0.02,4272.46,79.47,Florida,South,Miami,15/01/2024
ORD-01498,CUST-498,Laura Ramirez,Corporate,24/09/2020,First Class,PROD-048,Technology,Phones,Phone,6,0.25,4367.5,5681.29,California,West,Los Angeles,30/09/2020
ORD-01499,CUST-499,Emily Clark,Corporate,24/01/2022,Second Class,PROD-049,Office Supplies,Paper,Paper,1,0.12,353.91,21.55,Washington,West,Seattle,29/01/2022
ORD-01500,CUST-500,Mike Lee,Consumer,19/01/2024,First Class,PROD-000,Technology,Printers,Printer,5,0.43,4319.54,3043.64,Georgia,South,Atlanta,26/01/2024
ORD-01501,CUST-501,Mike Lee,Consumer,25/01/2024,First Class,PROD-001,Technology,Accessories,Mouse,9,0.37,1803.96,441.56,Ohio,Midwest,Columbus,27/01/2024
ORD-01502,CUST-502,Mike Lee,Consumer,26/09/2024,Second Class,PROD-002,Technology,Copiers,Copier,9,0.12,1427.61,307.12,Texas,South,Austin,2/10/2024
ORD-01503,CUST-503,Paul Baker,Home Office,18/12/2022,Standard,PROD-003,Furniture,Tables,Desk,9,0.13,1603.12,194.84,Georgia,South,Atlanta,19/12/2022
ORD-01504,CUST-504,Jessica Taylor,Home Office,1/06/2022,First Class,PROD-004,Furniture,Bookcases,Bookcase,2,0.02,4742.63,-575.42,Georgia,South,Atlanta,6/06/2022
ORD-01505,CUST-505,Thomas Wright,Corporate,14/03/2021,Standard,PROD-005,Technology,Printers,Printer,10,0.37,1596.57,2541.3,Georgia,South,Atlanta,20/03/2021
ORD-01506,CUST-506,Linda Martinez,Home Office,1/08/2020,Standard,PROD-006,Furniture,Tables,Desk,9,0.44,3479.9,1744.08,Illinois,Midwest,Chicago,4/08/2020
ORD-01507,CUST-507,Steven Phillips,Corporate,26/09/2021,First Class,PROD-007,Technology,Computers,Laptop,8,0.33,1280.28,-1199.25,Ohio,Midwest,Columbus,28/09/2021
ORD-01508,CUST-508,Sarah Davis,Consumer,12/05/2024,Second Class,PROD-008,Furniture,Chairs,Office Chair,6,0.49,4363.83,3061.61,California,West,San Francisco,17/05/2024
ORD-01509,CUST-509,George Turner,Home Office,30/05/2021,Standard,PROD-009,Technology,Copiers,Copier,10,0.41,2293.63,2932.12,New York,East,Albany,6/06/2021
ORD-01510,CUST-510,Steven Phillips,Home Office,17/06/2020,First Class,PROD-010,Technology,Computers,Laptop,10,0.4,2975.75,-237.19,New York,East,New York,24/06/2020
ORD-01511,CUST-511,Steven Phillips,Corporate,4/08/2022,Second Class,PROD-011,Furniture,Tables,Desk,8,0.28,267.54,292.31,Georgia,South,Atlanta,9/08/2022
ORD-01512,CUST-512,Christopher Young,Consumer,23/11/2024,First Class,PROD-012,Furniture,Bookcases,Bookcase,4,0.4,4127.2,-539.43,Illinois,Midwest,Chicago,29/11/2024
ORD-01513,CUST-513,Jon Smith,Consumer,24/03/2020,Second Class,PROD-013,Technology,Accessories,Mouse,3,0,1404.35,422.71,Georgia,South,Atlanta,31/03/2020
ORD-01514,CUST-514,David Johnson,Consumer,10/08/2024,Second Class,PROD-014,Technology,Printers,Printer,3,0.02,2315.87,1156.51,California,West,San Francisco,16/08/2024
ORD-01515,CUST-515,Lisa Adams,Consumer,10/03/2022,First Class,PROD-015,Technology,Phones,Phone,10,0,4884.28,11355.89,Washington,West,Seattle,15/03/2022
ORD-01516,CUST-516,Susan King,Corporate,20/08/2021,Second Class,PROD-016,Office Supplies,Appliances,Paper Shredder,3,0.02,2766.82,913.73,Illinois,Midwest,Chicago,22/08/2021
ORD-01517,CUST-517,Jon Smith,Corporate,17/07/2023,Standard,PROD-017,Technology,Copiers,Copier,8,0.23,2632.3,884.21,Georgia,South,Atlanta,19/07/2023
ORD-01518,CUST-518,Paul Baker,Corporate,9/03/2022,Standard,PROD-018,Technology,Accessories,Mouse,9,0.36,3539.51,4889.73,New York,East,New York,10/03/2022
ORD-01519,CUST-519,Sarah Davis,Home Office,16/11/2020,Second Class,PROD-019,Office Supplies,Binders,Binder,1,0.07,2966.91,740.89,Florida,South,Miami,19/11/2020
ORD-01520,CUST-520,Jennifer Walker,Home Office,27/12/2021,First Class,PROD-020,Technology,Printers,Printer,10,0,1034.46,1436.58,Illinois,Midwest,Chicago,1/01/2022
ORD-01521,CUST-521,Sharon Torres,Consumer,16/03/2024,Second Class,PROD-021,Office Supplies,Binders,Binder,10,0.1,3138.57,1899.34,California,West,Los Angeles,23/03/2024
ORD-01522,CUST-522,Joseph Hall,Home Office,4/02/2022,Standard,PROD-022,Technology,Computers,Laptop,3,0.27,1316.01,-346.24,Illinois,Midwest,Chicago,11/02/2022
ORD-01523,CUST-523,Susan King,Home Office,31/03/2024,Second Class,PROD-023,Office Supplies,Paper,Paper,9,0,759.93,-855.61,Texas,South,Austin,4/04/2024
ORD-01524,CUST-524,Jessica Taylor,Corporate,18/08/2021,First Class,PROD-024,Office Supplies,Fasteners,Stapler,4,0.17,442.31,-240.03,Illinois,Midwest,Chicago,25/08/2021
ORD-01525,CUST-525,Rebecca Evans,Home Office,9/11/2024,First Class,PROD-025,Office Supplies,Appliances,Paper Shredder,10,0.46,3311.65,-3372.99,Georgia,South,Atlanta,15/11/2024
ORD-01526,CUST-526,Amy Mitchell,Home Office,23/11/2024,Standard,PROD-026,Office Supplies,Paper,Paper,9,0.08,454.23,1089.89,Florida,South,Orlando,26/11/2024
ORD-01527,CUST-527,Michael Martin,Home Office,27/03/2020,Standard,PROD-027,Office Supplies,Appliances,Paper Shredder,7,0.06,4701.99,-4123.97,Ohio,Midwest,Columbus,31/03/2020
ORD-01528,CUST-528,James Anderson,Consumer,17/01/2021,First Class,PROD-028,Technology,Accessories,Mouse,4,0.04,4226.7,4511.92,Washington,West,Seattle,19/01/2021
ORD-01529,CUST-529,Jon Smith,Corporate,5/04/2022,Standard,PROD-029,Office Supplies,Appliances,Paper Shredder,10,0.14,2446.74,-1732.7,California,West,Los Angeles,10/04/2022
ORD-01530,CUST-530,Laura Ramirez,Home Office,3/06/2024,Second Class,PROD-030,Technology,Computers,Laptop,2,0.03,2851.78,-767.22,Washington,West,Seattle,8/06/2024
ORD-01531,CUST-531,Barbara Thompson,Corporate,14/04/2021,First Class,PROD-031,Office Supplies,Paper,Paper,1,0.45,4729.11,236.14,Georgia,South,Atlanta,18/04/2021
ORD-01532,CUST-532,Jessica Taylor,Corporate,16/01/2024,Standard,PROD-032,Furniture,Furnishings,Desk Lamp,7,0.35,1036.87,-26.78,Georgia,South,Atlanta,20/01/2024
ORD-01533,CUST-533,Susan King,Home Office,15/10/2023,Second Class,PROD-033,Technology,Copiers,Copier,3,0.32,1011.81,-207.95,Ohio,Midwest,Columbus,16/10/2023
ORD-01534,CUST-534,Steven Phillips,Home Office,25/01/2022,First Class,PROD-034,Furniture,Furnishings,Desk Lamp,1,0.48,4475.48,344.32,Ohio,Midwest,Columbus,31/01/2022
ORD-01535,CUST-535,Thomas Wright,Corporate,27/11/2021,Second Class,PROD-035,Office Supplies,Binders,Binder,5,0.49,4843,-825.21,Illinois,Midwest,Chicago,1/12/2021
ORD-01536,CUST-536,David Johnson,Corporate,18/01/2023,Standard,PROD-036,Furniture,Furnishings,Desk Lamp,7,0.16,4639.88,7248.72,Ohio,Midwest,Columbus,19/01/2023
ORD-01537,CUST-537,Charles Lewis,Consumer,31/10/2023,Second Class,PROD-037,Technology,Printers,Printer,8,0.04,272.92,-143.95,Florida,South,Orlando,6/11/2023
ORD-01538,CUST-538,Rebecca Evans,Consumer,17/01/2021,Second Class,PROD-038,Furniture,Storage,Filing Cabinet,9,0.16,4677.82,6772.96,Florida,South,Miami,22/01/2021
ORD-01539,CUST-539,Barbara Thompson,Consumer,24/08/2021,First Class,PROD-039,Furniture,Chairs,Office Chair,7,0.46,1160.1,-185.19,New York,East,Albany,31/08/2021
ORD-01540,CUST-540,Paul Baker,Consumer,27/01/2021,First Class,PROD-040,Furniture,Tables,Desk,4,0.24,636.55,-369.64,California,West,Los Angeles,31/01/2021
ORD-01541,CUST-541,Steven Phillips,Consumer,7/11/2024,Second Class,PROD-041,Technology,Computers,Laptop,1,0.39,1877.06,93.75,Illinois,Midwest,Chicago,10/11/2024
ORD-01542,CUST-542,Edward Parker,Corporate,2/02/2024,First Class,PROD-042,Technology,Copiers,Copier,4,0,3604.26,-798.17,Florida,South,Miami,8/02/2024
ORD-01543,CUST-543,Edward Parker,Home Office,17/02/2020,Standard,PROD-043,Furniture,Furnishings,Desk Lamp,9,0.18,4232.15,-4664.13,Florida,South,Orlando,20/02/2020
ORD-01544,CUST-544,Alice Brown,Home Office,1/10/2023,Second Class,PROD-044,Furniture,Storage,Filing Cabinet,2,0.22,2205.54,647.16,California,West,Los Angeles,8/10/2023
ORD-01546,CUST-546,Steven Phillips,Consumer,20/08/2022,Second Class,PROD-046,Technology,Accessories,Mouse,10,0.03,2013.83,1453.97,Ohio,Midwest,Columbus,21/08/2022
ORD-01547,CUST-547,Alice Brown,Consumer,11/02/2022,First Class,PROD-047,Furniture,Bookcases,Bookcase,2,0,744.81,-105.09,Florida,South,Miami,16/02/2022
ORD-01548,CUST-548,Sharon Torres,Home Office,22/09/2021,First Class,PROD-048,Office Supplies,Paper,Paper,10,0.17,900.18,846.56,Ohio,Midwest,Columbus,24/09/2021
ORD-01549,CUST-549,Jon Smith,Home Office,22/04/2022,Second Class,PROD-049,Technology,Accessories,Mouse,5,0.03,2173.33,1473.61,Georgia,South,Atlanta,27/04/2022
ORD-01550,CUST-550,Charles Lewis,Home Office,10/06/2024,Second Class,PROD-000,Technology,Computers,Laptop,9,0.1,680.46,724.94,New York,East,Albany,15/06/2024
ORD-01551,CUST-551,Alice Brown,Corporate,27/07/2021,Standard,PROD-001,Office Supplies,Fasteners,Stapler,7,0.24,159.34,-90.57,Texas,South,Houston,1/08/2021
ORD-01552,CUST-552,Robert Thomas,Corporate,2/11/2024,Second Class,PROD-002,Technology,Accessories,Mouse,8,0.1,478.77,-575.63,Texas,South,Austin,3/11/2024
ORD-01553,CUST-553,Charles Lewis,Home Office,18/08/2021,Standard,PROD-003,Office Supplies,Paper,Paper,1,0.06,2654.99,-172.11,Washington,West,Seattle,21/08/2021
ORD-01554,CUST-554,Joseph Hall,Home Office,16/11/2022,Second Class,PROD-004,Furniture,Bookcases,Bookcase,8,0.16,1377.16,-1118.24,Georgia,South,Atlanta,20/11/2022
ORD-01555,CUST-555,Christopher Young,Consumer,25/03/2023,First Class,PROD-005,Furniture,Storage,Filing Cabinet,7,0.32,4057.14,653.16,Texas,South,Austin,1/04/2023
ORD-01556,CUST-556,Susan King,Home Office,26/07/2024,Second Class,PROD-006,Furniture,Chairs,Office Chair,10,0.47,2809.47,548.53,Illinois,Midwest,Chicago,28/07/2024
ORD-01557,CUST-557,John Smith,Consumer,22/12/2022,Standard,PROD-007,Technology,Computers,Laptop,9,0.02,2535.4,-3408.78,Illinois,Midwest,Chicago,25/12/2022
ORD-01558,CUST-558,Robert Thomas,Corporate,31/10/2022,First Class,PROD-008,Office Supplies,Paper,Paper,7,0,129.72,194.93,Florida,South,Miami,2/11/2022
ORD-01559,CUST-559,James Anderson,Corporate,16/02/2020,Second Class,PROD-009,Furniture,Tables,Desk,5,0.21,3205.6,-2524.57,Illinois,Midwest,Chicago,18/02/2020
ORD-01560,CUST-560,Rebecca Evans,Home Office,30/04/2024,First Class,PROD-010,Furniture,Bookcases,Bookcase,5,0.4,1970.23,-697.17,Georgia,South,Atlanta,1/05/2024
ORD-01561,CUST-561,Jon Smith,Home Office,7/04/2021,Second Class,PROD-011,Furniture,Chairs,Office Chair,5,0.02,2871.82,-1995.13,New York,East,New York,10/04/2021
ORD-01562,CUST-562,Daniel Green,Corporate,5/02/2024,Second Class,PROD-012,Technology,Phones,Phone,10,0.12,4489.67,-5876.48,Washington,West,Seattle,10/02/2024
ORD-01563,CUST-563,Emily Clark,Corporate,11/08/2020,Second Class,PROD-013,Furniture,Tables,Desk,2,0.41,3353.37,-670.01,Georgia,South,Atlanta,15/08/2020
ORD-01564,CUST-564,James Anderson,Home Office,24/01/2022,Second Class,PROD-014,Office Supplies,Paper,Paper,2,0,4664.31,512.99,Illinois,Midwest,Chicago,31/01/2022
ORD-01565,CUST-565,Michelle Collins,Consumer,9/05/2021,Second Class,PROD-015,Office Supplies,Appliances,Paper Shredder,9,0,28.64,-36.29,Georgia,South,Atlanta,15/05/2021
ORD-01566,CUST-566,Alice Brown,Consumer,12/02/2023,Standard,PROD-016,Technology,Computers,Laptop,6,0.32,4221.32,1587.7,California,West,Los Angeles,18/02/2023
ORD-01567,CUST-567,Mike Lee,Corporate,29/11/2023,First Class,PROD-017,Furniture,Chairs,Office Chair,2,0.22,4712.34,1058.28,Washington,West,Seattle,6/12/2023
ORD-01568,CUST-568,Brian Roberts,Consumer,22/10/2022,Second Class,PROD-018,Furniture,Bookcases,Bookcase,1,0.13,4216.29,-69.35,Ohio,Midwest,Columbus,28/10/2022
ORD-01569,CUST-569,Michael Martin,Home Office,28/11/2022,Standard,PROD-019,Technology,Computers,Laptop,2,0.22,3821.53,-1096.74,Washington,West,Seattle,4/12/2022
ORD-01570,CUST-570,Nancy Scott,Home Office,31/12/2020,Second Class,PROD-020,Office Supplies,Binders,Binder,6,0,321.08,-371.67,Washington,West,Seattle,5/01/2021
ORD-01571,CUST-571,Lisa Adams,Consumer,27/08/2024,First Class,PROD-021,Furniture,Furnishings,Desk Lamp,5,0.38,4502.28,3567.18,New York,East,Albany,31/08/2024
ORD-01572,CUST-572,Mark Hill,Corporate,18/07/2021,Standard,PROD-022,Furniture,Tables,Desk,3,0.29,1898.38,679.89,California,West,San Francisco,21/07/2021
ORD-01573,CUST-573,Christopher Young,Home Office,10/11/2021,Second Class,PROD-023,Furniture,Storage,Filing Cabinet,8,0.49,4067.87,273.6,Georgia,South,Atlanta,17/11/2021
ORD-01574,CUST-574,Karen White,Consumer,25/01/2024,First Class,PROD-024,Technology,Copiers,Copier,3,0.13,1546.85,727.52,Georgia,South,Atlanta,27/01/2024
ORD-01575,CUST-575,Thomas Wright,Corporate,1/10/2020,Second Class,PROD-025,Technology,Copiers,Copier,6,0.03,2266.8,2049.76,Ohio,Midwest,Columbus,4/10/2020
ORD-01576,CUST-576,Joseph Hall,Home Office,11/08/2022,First Class,PROD-026,Technology,Accessories,Mouse,6,0.04,459.69,-105.23,New York,East,New York,15/08/2022
ORD-01577,CUST-577,Mary Allen,Home Office,3/06/2023,Standard,PROD-027,Furniture,Storage,Filing Cabinet,8,0.09,1589.79,2414.38,Georgia,South,Atlanta,6/06/2023
ORD-01578,CUST-578,Rebecca Evans,Home Office,30/08/2024,First Class,PROD-028,Technology,Phones,Phone,4,0.3,333.59,155.45,Georgia,South,Atlanta,2/09/2024
ORD-01579,CUST-579,Sharon Torres,Corporate,28/11/2023,Second Class,PROD-029,Technology,Phones,Phone,1,0.08,3478.57,-321.74,Illinois,Midwest,Chicago,3/12/2023
ORD-01580,CUST-580,Mike Lee,Consumer,6/05/2020,First Class,PROD-030,Office Supplies,Paper,Paper,2,0.07,1948.68,-224.59,Texas,South,Austin,12/05/2020
ORD-01581,CUST-581,Sarah Davis,Home Office,11/10/2023,First Class,PROD-031,Technology,Phones,Phone,9,0.46,3679.02,646.63,California,West,San Francisco,12/10/2023
ORD-01582,CUST-582,James Anderson,Home Office,10/11/2023,First Class,PROD-032,Technology,Computers,Laptop,1,0.15,1798.69,423.84,Ohio,Midwest,Columbus,13/11/2023
ORD-01583,CUST-583,Karen White,Home Office,27/11/2021,First Class,PROD-033,Technology,Copiers,Copier,9,0.31,2122.11,2222.5,Washington,West,Seattle,1/12/2021
ORD-01584,CUST-584,Edward Parker,Home Office,17/03/2020,Standard,PROD-034,Furniture,Furnishings,Desk Lamp,8,0.17,2754.79,4971.38,Georgia,South,Atlanta,18/03/2020
ORD-01585,CUST-585,Sarah Davis,Home Office,16/08/2021,Standard,PROD-035,Furniture,Chairs,Office Chair,3,0.42,2855.08,-692.22,Florida,South,Miami,19/08/2021
ORD-01586,CUST-586,Alice Brown,Consumer,7/11/2023,Standard,PROD-036,Furniture,Bookcases,Bookcase,6,0.48,3594.88,3279.52,Ohio,Midwest,Columbus,12/11/2023
ORD-01587,CUST-587,Mike Lee,Consumer,1/08/2023,Second Class,PROD-037,Office Supplies,Fasteners,Stapler,9,0,3437.71,1233.18,Texas,South,Austin,7/08/2023
ORD-01588,CUST-588,Charles Lewis,Home Office,27/04/2020,Second Class,PROD-038,Office Supplies,Binders,Binder,5,0.12,3588.71,319.08,Washington,West,Seattle,28/04/2020
ORD-01589,CUST-589,Sandra Nelson,Consumer,12/10/2024,First Class,PROD-039,Office Supplies,Fasteners,Stapler,3,0.01,1066.73,-4.61,New York,East,Albany,14/10/2024
ORD-01590,CUST-590,Jon Smith,Consumer,19/08/2021,Standard,PROD-040,Technology,Computers,Laptop,4,0.35,4208.82,-1195.47,Texas,South,Austin,23/08/2021
ORD-01591,CUST-591,Paul Baker,Home Office,4/05/2021,First Class,PROD-041,Office Supplies,Appliances,Paper Shredder,1,0.49,4892.2,-417.83,Florida,South,Orlando,6/05/2021
ORD-01592,CUST-592,Kevin Campbell,Home Office,23/02/2021,Standard,PROD-042,Office Supplies,Appliances,Paper Shredder,3,0.28,3546.31,-1412.23,New York,East,Albany,27/02/2021
ORD-01593,CUST-593,Sharon Torres,Consumer,18/03/2021,Standard,PROD-043,Office Supplies,Appliances,Paper Shredder,3,0.46,2280.15,46.96,New York,East,Albany,21/03/2021
ORD-01594,CUST-594,Sandra Nelson,Consumer,3/03/2021,First Class,PROD-044,Technology,Copiers,Copier,8,0.12,4270.44,1728.83,Georgia,South,Atlanta,8/03/2021
ORD-01595,CUST-595,Lisa Adams,Home Office,15/04/2024,Second Class,PROD-045,Office Supplies,Appliances,Paper Shredder,3,0.16,2017.7,263.26,Illinois,Midwest,Chicago,21/04/2024
ORD-01596,CUST-596,Charles Lewis,Corporate,14/08/2024,Second Class,PROD-046,Technology,Copiers,Copier,8,0.27,326.87,-192.49,Washington,West,Seattle,17/08/2024
ORD-01597,CUST-597,Michael Martin,Corporate,28/12/2021,Standard,PROD-047,Technology,Printers,Printer,6,0.11,4119.3,152.71,Texas,South,Austin,3/01/2022
ORD-01598,CUST-598,Amy Mitchell,Consumer,1/02/2021,First Class,PROD-048,Furniture,Tables,Desk,3,0.38,1826.88,-359.42,Texas,South,Austin,8/02/2021
ORD-01599,CUST-599,David Johnson,Consumer,23/08/2024,Second Class,PROD-049,Furniture,Chairs,Office Chair,2,0.13,258.59,-0.07,Washington,West,Seattle,28/08/2024
ORD-01600,CUST-600,Susan King,Consumer,13/12/2022,First Class,PROD-000,Office Supplies,Paper,Paper,6,0.26,4858.37,-3510,Illinois,Midwest,Chicago,19/12/2022
ORD-01601,CUST-601,Paul Baker,Home Office,11/06/2021,First Class,PROD-001,Furniture,Chairs,Office Chair,3,0.29,711.45,95.39,New York,East,New York,14/06/2021
ORD-01602,CUST-602,David Johnson,Consumer,17/04/2023,Second Class,PROD-002,Technology,Printers,Printer,8,0.46,2101.79,-403.81,Washington,West,Seattle,24/04/2023
ORD-01603,CUST-603,Jennifer Walker,Home Office,7/10/2021,Standard,PROD-003,Office Supplies,Paper,Paper,3,0.44,4819.65,12.66,California,West,Los Angeles,12/10/2021
ORD-01604,CUST-604,Alice Brown,Consumer,14/12/2024,Second Class,PROD-004,Furniture,Bookcases,Bookcase,4,0.21,4314.34,-1667.32,Illinois,Midwest,Chicago,18/12/2024
ORD-01605,CUST-605,Alice Brown,Consumer,22/12/2023,Standard,PROD-005,Furniture,Bookcases,Bookcase,2,0.49,3258.84,-592.4,Texas,South,Houston,26/12/2023
ORD-01606,CUST-606,George Turner,Home Office,7/09/2020,Second Class,PROD-006,Office Supplies,Binders,Binder,2,0.18,3355.82,662.88,Illinois,Midwest,Chicago,12/09/2020
ORD-01607,CUST-607,Kevin Campbell,Corporate,19/03/2022,Second Class,PROD-007,Furniture,Bookcases,Bookcase,5,0.33,1886.16,600.15,Texas,South,Austin,26/03/2022
ORD-01608,CUST-608,Brian Roberts,Consumer,31/01/2024,Second Class,PROD-008,Technology,Accessories,Mouse,4,0,4217.15,2699.29,California,West,San Diego,2/02/2024
ORD-01609,CUST-609,Jon Smith,Consumer,30/03/2021,Standard,PROD-009,Furniture,Chairs,Office Chair,5,0.41,37.3,32.65,Illinois,Midwest,Chicago,31/03/2021
ORD-01610,CUST-610,Joseph Hall,Consumer,10/07/2024,Second Class,PROD-010,Furniture,Furnishings,Desk Lamp,2,0.05,370.06,22.27,Washington,West,Seattle,14/07/2024
ORD-01611,CUST-611,Bob Wilson,Home Office,16/10/2020,Standard,PROD-011,Furniture,Tables,Desk,7,0.44,3542.58,-560.56,Washington,West,Seattle,17/10/2020
ORD-01612,CUST-612,Barbara Thompson,Corporate,8/07/2024,Standard,PROD-012,Technology,Accessories,Mouse,7,0.01,3095.56,-1118.08,Ohio,Midwest,Columbus,14/07/2024
ORD-01613,CUST-613,Daniel Green,Corporate,28/07/2020,First Class,PROD-013,Office Supplies,Binders,Binder,4,0,3306.88,-1674.6,California,West,Los Angeles,2/08/2020
ORD-01614,CUST-614,Sharon Torres,Home Office,3/07/2020,Standard,PROD-014,Office Supplies,Binders,Binder,9,0.27,4256.84,-5213.22,Texas,South,Houston,8/07/2020
ORD-01615,CUST-615,Sarah Davis,Consumer,12/07/2020,Second Class,PROD-015,Office Supplies,Appliances,Paper Shredder,3,0.07,2550.17,632.29,Texas,South,Houston,19/07/2020
ORD-01616,CUST-616,John Smith,Corporate,27/12/2023,Second Class,PROD-016,Office Supplies,Paper,Paper,7,0.03,4276.05,3830.18,Texas,South,Houston,1/01/2024
ORD-01617,CUST-617,Michael Martin,Home Office,13/05/2023,Second Class,PROD-017,Furniture,Bookcases,Bookcase,8,0,2670.22,798.79,Texas,South,Austin,19/05/2023
ORD-01618,CUST-618,Joseph Hall,Consumer,20/07/2022,First Class,PROD-018,Technology,Copiers,Copier,8,0.27,1699.73,-885.32,Washington,West,Seattle,23/07/2022
ORD-01619,CUST-619,Michael Martin,Consumer,13/12/2022,First Class,PROD-019,Office Supplies,Fasteners,Stapler,6,0.07,2471.51,107.76,California,West,Los Angeles,16/12/2022
ORD-01620,CUST-620,Linda Martinez,Corporate,13/08/2022,Standard,PROD-020,Technology,Phones,Phone,10,0.29,3520.12,6347,Ohio,Midwest,Columbus,19/08/2022
ORD-01621,CUST-621,Elizabeth Robinson,Consumer,17/01/2024,Standard,PROD-021,Technology,Copiers,Copier,8,0.03,334.03,131.6,Georgia,South,Atlanta,24/01/2024
ORD-01622,CUST-622,Jennifer Walker,Home Office,4/12/2024,Standard,PROD-022,Furniture,Bookcases,Bookcase,3,0.5,4946.38,196.09,Washington,West,Seattle,7/12/2024
ORD-01623,CUST-623,Mary Allen,Corporate,31/05/2024,Second Class,PROD-023,Office Supplies,Fasteners,Stapler,8,0.3,1479.31,-512.56,Washington,West,Seattle,2/06/2024
ORD-01624,CUST-624,David Johnson,Home Office,10/09/2020,Second Class,PROD-024,Technology,Accessories,Mouse,8,0.02,4606.51,1213.06,New York,East,Albany,12/09/2020
ORD-01625,CUST-625,John Smith,Home Office,19/01/2023,First Class,PROD-025,Office Supplies,Fasteners,Stapler,8,0.01,3494.22,70.97,Illinois,Midwest,Chicago,26/01/2023
ORD-01626,CUST-626,Kevin Campbell,Corporate,8/04/2020,Second Class,PROD-026,Furniture,Furnishings,Desk Lamp,2,0.01,2448.17,467.62,Ohio,Midwest,Columbus,10/04/2020
ORD-01627,CUST-627,Paul Baker,Consumer,27/05/2023,First Class,PROD-027,Office Supplies,Appliances,Paper Shredder,10,0.34,2710.11,-1408.98,Texas,South,Houston,30/05/2023
ORD-01628,CUST-628,Robert Thomas,Home Office,10/02/2021,Standard,PROD-028,Office Supplies,Binders,Binder,9,0.31,2950.94,-3378.26,Texas,South,Austin,15/02/2021
ORD-01629,CUST-629,Linda Martinez,Corporate,8/05/2021,Standard,PROD-029,Technology,Accessories,Mouse,5,0.38,4402.5,1577.7,Ohio,Midwest,Columbus,12/05/2021
